Date,Change_Price,RSI,50MA,200MA,14-high,14-low,%K,SC,MACD,Log_Returns,Signal_MACD,Target
2019-04-22,0.241058349609375,68.44426045508817,271.0176348876953,264.3436711883545,291.42999267578125,285.0899963378906,-80.78931787878642,-55.44623462819269,0.8199922628542708,0.0008613921049116513,2.943087249194816,1
2019-04-23,2.51739501953125,73.65014479869606,271.4728076171875,264.45827690124514,293.1400146484375,285.75,-44.176481276532485,-63.81314459549401,0.8734462481561422,0.008951540663563406,2.9526836677778068,1
2019-04-24,-0.626922607421875,70.52956974066723,271.9125610351563,264.55877098083494,293.1600036621094,286.010009765625,-58.06411684614432,-61.00997200048789,0.8748523193000892,-0.0022217764665937167,2.961958182540026,0
2019-04-25,-0.173583984375,69.64961536481958,272.2820074462891,264.6466118621826,293.1600036621094,286.70001220703125,-77.63427043523038,-59.95828951930255,0.8537840866600277,-0.0006160449353096453,2.961024415904168,0
2019-04-26,1.311737060546875,72.44716050325191,272.66059631347656,264.73625968933106,293.489990234375,286.70001220703125,-54.54259440704019,-63.41366056280511,0.8700849995655062,0.004645944978131311,2.9679204709345686,1
2019-04-29,0.443634033203125,73.34211577532379,273.05977233886716,264.8378197479248,294.45001220703125,286.70001220703125,-42.06188571068548,-58.07958351765217,0.8825663701391591,0.0015664029081570163,2.9796760346920648,1
2019-04-30,0.144683837890625,73.64280235837977,273.40441833496095,264.92817558288573,294.45001220703125,287.30999755859375,-52.17212904549418,-49.592203054406774,0.8811484125247944,0.0005103260400867171,2.9893782600200915,1
2019-05-01,-2.13153076171875,62.464455123863644,273.69721435546876,265.0068283843994,294.95001220703125,287.5799865722656,-83.12884832775019,-59.120954361310105,0.7869818842432323,-0.007544766397865388,2.9564641597807073,0
2019-05-02,-0.607696533203125,59.682965029652514,273.9671014404297,265.0836305999756,294.95001220703125,288.260009765625,-110.82712186043116,-82.04269974455866,0.6804344771434216,-0.002161471831459316,2.8821305606974867,0
2019-05-03,2.7489013671875,66.86963721147228,274.31097900390625,265.1688077545166,294.95001220703125,288.6600036621094,-80.53136416785131,-91.4957781186777,0.6880776936930602,0.009740351143181059,2.823020869549245,1
2019-05-06,-1.16705322265625,61.83047840848427,274.5984826660156,265.2453455352783,294.95001220703125,288.6600036621094,-99.08544425091334,-96.81464342639875,0.6390840021757072,-0.004123707845814728,2.7514979684873584,0
2019-05-07,-4.71649169921875,46.559933758332164,274.7843585205078,265.30333824157714,294.95001220703125,285.80999755859375,-88.61001669449082,-89.40894170441864,0.4202051392670114,-0.016840844724147708,2.5944239657392147,0
2019-05-08,-0.385772705078125,45.56861158114076,274.96635986328124,265.36092292785645,294.95001220703125,285.80999755859375,-92.83071786310518,-93.50872626950327,0.23521864796555292,-0.0013900812517855243,2.379894273414315,0
2019-05-09,-0.839111328125,43.403881232238696,275.1338842773437,265.4118410491943,294.95001220703125,283.29998779296875,-58.48779823338957,-79.97617759699534,0.06247413990399764,-0.0030303167041010326,2.121786677316373,0
2019-05-10,1.388916015625,47.8222732777426,275.3391748046875,265.4630030059814,294.95001220703125,282.29998779296875,-34.9795906551255,-62.0993689172069,-0.017351254959237394,0.005010880655559546,1.8672190848759165,1
2019-05-13,-6.98309326171875,33.61370029499619,275.3713836669922,265.4678447723389,294.95001220703125,279.92999267578125,-60.17319007834596,-51.21352632228716,-0.3294170071146141,-0.02545149343597064,1.5125482074554755,0
2019-05-14,2.449859619140625,40.31367447656447,275.47218017578126,265.4881195831299,294.95001220703125,279.92999267578125,-43.862561360163845,-46.33844736454525,-0.467762274644258,0.009003028435800253,1.1493656398645569,1
2019-05-15,1.60107421875,44.272098424644874,275.6122967529297,265.52552391052245,294.95001220703125,279.92999267578125,-33.202959916777736,-45.74623711842933,-0.5046280044805371,0.0058403186702618015,0.8228113073712973,1
